yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
944750		P0A6Y8	DNAK_ECOLI	reviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK groP grpF seg b0014 JW0013	Escherichia coli (strain K12)	638
854016		Q12517	DCP1_YEAST	reviewed	mRNA-decapping enzyme subunit 1	DCP1 YOL149W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231
2540213		Q10202	DBP3_SCHPO	reviewed	ATP-dependent RNA helicase dbp3 (EC 3.6.4.13)	dbp3 SPBC17D1.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	578
853418		P16474	GRP78_YEAST	reviewed	78 kDa glucose-regulated protein homolog (GRP-78) (Immunoglobulin heavy chain-binding protein homolog) (BiP)	KAR2 GRP78 SSD1 YJL034W J1248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	682
856891		P13393	TBP_YEAST	reviewed	TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription factor D) (Transcription initiation factor TFIID TBP subunit)	SPT15 BTF1 TBP1 YER148W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240
851906		P32776	TFB1_YEAST	reviewed	RNA polymerase II transcription factor B subunit 1 (General transcription and DNA repair factor IIH subunit TFB1) (TFIIH subunit TFB1) (RNA polymerase II transcription factor B 73 kDa subunit) (RNA polymerase II transcription factor B p73 subunit)	TFB1 YDR311W D9740.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
2541806		Q09838	PRZ1_SCHPO	reviewed	Transcriptional regulator prz1 (Pbp1-responsive zinc finger protein 1)	prz1 SPAC4G8.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	681
851212		P31384	CCR4_YEAST	reviewed	Glucose-repressible alcohol dehydrogenase transcriptional effector (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase)	CCR4 YAL021C FUN27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	837
1490001		P18095	GAG_HV2BE	reviewed	Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Spacer peptide 2 (SP2) (p1); p6-gag]	gag	Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)	521
853593		P47163	EFM3_YEAST	reviewed	Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)	EFM3 YJR129C J2061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339
851993		P32324	EF2_YEAST	reviewed	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1 YOR133W O3317 YOR3317W; EFT2 YDR385W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	842
854504		P19524	MYO2_YEAST	reviewed	Myosin-2 (Cell division control protein 66) (Class V unconventional myosin MYO2) (Type V myosin heavy chain MYO2) (Myosin V MYO2)	MYO2 CDC66 YOR326W O6167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1574
852974		P12754	EI2BD_YEAST	reviewed	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	GCD2 TIF224 YGR083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	651
851797		P32501	EI2BE_YEAST	reviewed	Translation initiation factor eIF-2B subunit epsilon (GCD complex subunit GCD6) (Guanine nucleotide exchange factor subunit GCD6) (eIF-2B GDP-GTP exchange factor subunit epsilon)	GCD6 TIF225 YDR211W YD8142.12 YD8142B.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	712
17494242		A0A0B6VJ05	A0A0B6VJ05_EBVG	unreviewed	EBNA3C latent protein	EBNA3C	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	992
17494242		P03204	EBNA6_EBVB9	reviewed	Epstein-Barr nuclear antigen 6 (EBNA-6) (EBV nuclear antigen 6) (Epstein-Barr nuclear antigen 3C) (EBNA-3C) (EBV nuclear antigen 3C) (Epstein-Barr nuclear antigen 4B) (EBNA-4B) (EBV nuclear antigen 4B)	EBNA6 BERF3-BERF4	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	992
851756		P32494	NGG1_YEAST	reviewed	Chromatin-remodeling complexes subunit NGG1 (Transcriptional adapter 3)	NGG1 ADA3 SWI7 YDR176W YD9395.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
855956		P41909	PXA1_YEAST	reviewed	Peroxisomal long-chain fatty acid import protein 2 (Peroxisomal ABC transporter 1)	PXA1 PAL1 PAT2 SSH2 YPL147W LPI1W P2607	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	870
853647		P34230	PXA2_YEAST	reviewed	Peroxisomal long-chain fatty acid import protein 1 (Peroxisomal ABC transporter 2)	PXA2 PAT1 YKL188C YKL741	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	853
854495		P30624	LCF1_YEAST	reviewed	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Long-chain acyl-CoA synthetase 1)	FAA1 YOR317W O6136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	700
855288		P47912	LCF4_YEAST	reviewed	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Long-chain acyl-CoA synthetase 4)	FAA4 YMR246W YM9408.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
854149		Q08109	HRD1_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	HRD1 DER3 YOL013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
852322		P38074	HMT1_YEAST	reviewed	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Major type I protein arginine N-methyltransferase) (Type I PRMT) (hnRNP arginine N-methyltransferase)	HMT1 ODP1 RMT1 YBR034C YBR0320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	348
856859		P38682	GLO3_YEAST	reviewed	ADP-ribosylation factor GTPase-activating protein GLO3 (ARF GAP GLO3)	GLO3 YER122C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493
851513		P20604	PP11_YEAST	reviewed	Serine/threonine-protein phosphatase PP1-1 (EC 3.1.3.16)	SIT4 PPH1 YDL047W D2693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	311
850577		P43601	ATG18_YEAST	reviewed	Autophagy-related protein 18 (Cytoplasm to vacuole targeting protein 18) (Needed for premeiotic replication protein 1) (Swollen vacuole phenotype protein 1)	ATG18 AUT10 CVT18 NMR1 SVP1 YFR021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
855201		P32567	PAH1_YEAST	reviewed	Phosphatidic acid phosphohydrolase 1 (PAP1) (EC 3.1.3.4) (Protein SMP2)	PAH1 PAP1 SMP2 YMR165C YM8520.14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	862
851431		P25694	CDC48_YEAST	reviewed	Cell division control protein 48 (Cell division cycle protein 48)	CDC48 YDL126C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	835
853290		P14359	SNA3_YEAST	reviewed	Protein SNA3	SNA3 YJL151C J0630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133
3361036		O59790	ARK1_SCHPO	reviewed	Serine/threonine-protein kinase ark1 (EC 2.7.11.1) (Aurora-related kinase 1)	ark1 sex1 SPCC320.13c SPCC330.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	355
855002		P36533	RM39_YEAST	reviewed	54S ribosomal protein L39, mitochondrial (Mitochondrial large ribosomal subunit protein bL33m) (YmL39)	MRPL39 YML009C YM9571.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70
853933		P10081	IF4A_YEAST	reviewed	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37)	TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
850633		P31539	HS104_YEAST	reviewed	Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)	HSP104 YLL026W L0948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	908
855583		P53552	THO2_YEAST	reviewed	THO complex subunit 2 (Low dye-binding protein 5) (THO complex subunit RLR1) (Zinc-regulated gene 13 protein)	THO2 LDB5 RLR1 ZRG13 YNL139C N1209 N1835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1597
851120		Q06058	SEI1_YEAST	reviewed	Seipin (Few lipid droplets protein 1)	SEI1 FLD1 YLR404W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
853089		P53297	PBP1_YEAST	reviewed	PAB1-binding protein 1	PBP1 MRS16 YGR178C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	722
853708		P24309	DBR1_YEAST	reviewed	Lariat debranching enzyme (EC 3.1.-.-)	DBR1 PRP26 YKL149C YKL604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
856572		O13539	THP2_YEAST	reviewed	THO complex subunit THP2	THP2 YHR167W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
853858		Q03702	CCE1_YEAST	reviewed	Cruciform cutting endonuclease 1, mitochondrial (EC 3.1.-.-)	CCE1 YKL011C YKL164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
855053		P33748	MSN2_YEAST	reviewed	Zinc finger protein MSN2 (Multicopy suppressor of SNF1 protein 2)	MSN2 YMR037C YM9532.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	704
855699		P53965	SIW14_YEAST	reviewed	Tyrosine-protein phosphatase SIW14 (EC 3.1.3.48)	SIW14 YNL032W N2746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
853071		P39935	IF4F1_YEAST	reviewed	Eukaryotic initiation factor 4F subunit p150 (eIF-4F p150) (eIF4F p150) (eIF4G1) (mRNA cap-binding protein complex subunit p150)	TIF4631 YGR162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	952
854322		P08518	RPB2_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)	RPB2 RPB150 RPO22 YOR151C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1224
851639		Q12454	OCA6_YEAST	reviewed	Putative tyrosine-protein phosphatase OCA6 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 6)	OCA6 YDR067C D4264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
855468		P53851	TEX1_YEAST	reviewed	Protein TEX1 (Trex component 1)	TEX1 YNL253W N0860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422
855731		P33309	DOM34_YEAST	reviewed	Protein DOM34 (EC 3.1.-.-)	DOM34 YNL001W N2016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	386
855655		P26785	RL16B_YEAST	reviewed	60S ribosomal protein L16-B (L21) (Large ribosomal subunit protein uL13-B) (RP23) (YL15)	RPL16B RP23 RPL21B YNL069C N2377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
854673		P26784	RL16A_YEAST	reviewed	60S ribosomal protein L16-A (L13a) (L21) (Large ribosomal subunit protein uL13-A) (RP22) (YL15)	RPL16A RPL13 RPL21A YIL133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
854940		P33441	MFT1_YEAST	reviewed	THO complex subunit MFT1 (Mitochondrial fusion target protein 1)	MFT1 YML062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392
852066		Q04121	NHX1_YEAST	reviewed	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	NHX1 NHA2 VPL27 VPS44 YDR456W D9461.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
853900		P36124	SET3_YEAST	reviewed	SET domain-containing protein 3	SET3 YKR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751
3077542		C8CFI0	C8CFI0_HCMV	unreviewed	Membrane glycoprotein US2	US2	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	199
3077542		D3YS33	D3YS33_HCMVO	unreviewed	Membrane glycoprotein US2	US2	Human cytomegalovirus (strain Toledo) (HHV-5) (Human herpesvirus 5)	199
3077542		F5HE05	US02_HCMVM	reviewed	Unique short US2 glycoprotein (Protein HQLF2) (gpUS2)	US2	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	199
3077490		F5HH82	F5HH82_HCMV	unreviewed	Membrane glycoprotein US11	US11	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	215
3077490		Q6SVZ5	US11_HCMVM	reviewed	Membrane glycoprotein US11	US11	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	215
852093		Q03375	CWC21_YEAST	reviewed	Pre-mRNA-splicing factor CWC21 (Complexed with CEF1 protein 21)	CWC21 YDR482C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135
853509		P21374	ISY1_YEAST	reviewed	Pre-mRNA-splicing factor ISY1 (Interactor of SYF1) (PRP19-associated complex protein 30)	ISY1 NTC30 UTR3 YJR050W J1657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235
853681		P36048	SN114_YEAST	reviewed	Pre-mRNA-splicing factor SNU114 (114 kDa U5 small nuclear ribonucleoprotein component) (Growth inhibitory protein 10)	SNU114 GIN10 YKL173W YKL637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1008
856570		P33334	PRP8_YEAST	reviewed	Pre-mRNA-splicing factor 8	PRP8 DBF3 DNA39 RNA8 SLT21 USA2 YHR165C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2413
856870		P32598	PP12_YEAST	reviewed	Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16)	GLC7 CID1 DIS2 YER133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
853768		P28321	MGLL_YEAST	reviewed	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol hydrolase) (MAG hydrolase) (MGH) (Monoacylglycerol lipase) (MAG lipase) (MAGL) (Serine hydrolase YJU3)	YJU3 YKL094W YKL441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313
1487325		G9I261	G9I261_HHV2	unreviewed	Ribonucleoside-diphosphate reductase large subunit (R1) (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	UL39 RIR1	Human herpesvirus 2 (HHV-2) (Human herpes simplex virus 2)	1142
1487325		P89462	RIR1_HHV2H	reviewed	Ribonucleoside-diphosphate reductase large subunit (R1) (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	RIR1 UL39	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	1142
855224		P15108	HSC82_YEAST	reviewed	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	HSC82 YMR186W YM8010.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
853503		P0CS90	HSP77_YEAST	reviewed	Heat shock protein SSC1, mitochondrial (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)	SSC1 ENS1 YJR045C J1639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	654
855661		P25491	MAS5_YEAST	reviewed	Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)	YDJ1 MAS5 YNL064C N2418 YNL2418C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	409
2539480		O94600	TTI1_SCHPO	reviewed	TEL2-interacting protein 1	tti1 SPCC622.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1098
854755		P40522	VHR1_YEAST	reviewed	Transcription factor VHR1 (VHT1 regulator 1)	VHR1 YIL056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
856923		P32644	ECM32_YEAST	reviewed	Putative ATP-dependent RNA helicase ECM32 (EC 3.6.4.13) (DNA helicase B) (Hcs B) (DNA helicase III) (Extracellular mutant protein 32) (Helicase 1) (scHelI) (Modulator of translation termination protein 1)	ECM32 HEL1 MTT1 YER176W SYGP-ORF61	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1121
855554		Q02100	SKO1_YEAST	reviewed	CRE-binding bZIP protein SKO1	SKO1 ACR1 YNL167C N1702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
856486		Q00539	NAM8_YEAST	reviewed	Protein NAM8	NAM8 MRE2 YHR086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
856351		P10080	SSBP1_YEAST	reviewed	Single-stranded nucleic acid-binding protein	SBP1 SSB1 SSBR1 YHL034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294
853358		P09880	TRNL_YEAST	reviewed	tRNA ligase (EC 6.5.1.3)	TRL1 RLG1 YJL087C J0927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
852568		P38342	TSC10_YEAST	reviewed	3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10)	TSC10 YBR265W YBR1734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
851495		P50623	UBC9_YEAST	reviewed	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (Ubiquitin carrier protein 9) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	UBC9 YDL064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
854552		P32864	RAEP_YEAST	reviewed	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	MRS6 MSI4 YOR370C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
851870		P35198	MTH1_YEAST	reviewed	Protein MTH1	MTH1 YDR277C D9954.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
854869		Q04199	CAC2_YEAST	reviewed	Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)	CAC2 YML102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468
1724714		P18099	VPX_HV2BE	reviewed	Protein Vpx (Viral protein X) (X ORF protein)	vpx	Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)	113
855420		P48563	MON2_YEAST	reviewed	Protein MON2	MON2 YSL2 YNL297C N0453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1636
852848		P27705	MIG1_YEAST	reviewed	Regulatory protein MIG1 (Regulatory protein CAT4)	MIG1 CAT4 SSN1 YGL035C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	504
3876057		P00842	ATP9_NEUCR	reviewed	ATP synthase subunit 9, mitochondrial (Lipid-binding protein)	oli atp-9 atp9 prl-1 B13D24.340 NCU02250	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	147
853385		P40368	NUP82_YEAST	reviewed	Nucleoporin NUP82 (Nuclear pore protein NUP82)	NUP82 YJL061W HRB187 J1135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
854691		P40477	NU159_YEAST	reviewed	Nucleoporin NUP159 (Nuclear pore protein NUP159)	NUP159 NUP158 RAT7 YIL115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460
854387		P18851	GBB_YEAST	reviewed	Guanine nucleotide-binding protein subunit beta	STE4 YOR212W YOR50-2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
856394		P08539	GPA1_YEAST	reviewed	Guanine nucleotide-binding protein alpha-1 subunit (GP1-alpha)	GPA1 CDC70 DAC1 SCG1 YHR005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	472
2539974		Q10282	GBB_SCHPO	reviewed	Guanine nucleotide-binding protein subunit beta	git5 gpb1 pi017 SPBC32H8.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	305
851757		P21734	UBC1_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)	UBC1 YDR177W YD9395.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
850638		Q12373	HIF1_YEAST	reviewed	HAT1-interacting factor 1	HIF1 YLL022C L1205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
856386		P38703	LAG1_YEAST	reviewed	Sphingosine N-acyltransferase LAG1 (EC 2.3.1.24) (Longevity assurance factor 1) (Longevity assurance gene 1 protein) (Longevity assurance protein 1)	LAG1 YHL003C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
2539869		P04551	CDK1_SCHPO	reviewed	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2) (Cell division protein kinase 1) (p34 protein kinase)	cdc2 cdk1 swo2 pi002 SPBC11B10.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	297
855998		P32589	HSP7F_YEAST	reviewed	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	SSE1 MSI3 YPL106C LPG3C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693
854279		Q12453	CEX1_YEAST	reviewed	Cytoplasmic export protein 1	CEX1 YOR112W O3240 YOR3240w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
855036		Q02159	UBC7_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	UBC7 QRI8 YMR022W YM9711.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165
854876		P54787	VPS9_YEAST	reviewed	Vacuolar protein sorting-associated protein 9 (Vacuolar protein-targeting protein 9)	VPS9 VPT9 YML097C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
856746		P32481	IF2G_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit gamma (eIF-2-gamma)	GCD11 TIF213 YER025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
853463		P20459	IF2A_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)	SUI2 TIF211 YJR007W J1429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
855838		P09064	IF2B_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)	SUI3 TIF212 YPL237W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
854543		P06103	EIF3B_YEAST	reviewed	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Cell cycle regulation and translation initiation protein) (Eukaryotic translation initiation factor 3 90 kDa subunit) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit)	PRT1 CDC63 YOR361C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
3783763		A0A0B6VHN8	A0A0B6VHN8_EBVG	unreviewed	EBNA3B nuclear protein	EBNA3B	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	938
3783763		P03203	EBNA4_EBVB9	reviewed	Epstein-Barr nuclear antigen 4 (EBNA-4) (EBV nuclear antigen 4) (Epstein-Barr nuclear antigen 3B) (EBNA-3B) (EBV nuclear antigen 3B)	EBNA4 BERF2A-BERF2B	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	938
851415		P04050	RPB1_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)	RPO21 RPB1 RPB220 SUA8 YDL140C D2150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1733
852440		P12385	ERF1_YEAST	reviewed	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Omnipotent suppressor protein 1)	SUP45 SAL4 SUP1 YBR143C YBR1120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
851752		P05453	ERF3_YEAST	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685
851549		P32828	SLX5_YEAST	reviewed	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 (EC 2.3.2.27) (Hexose metabolism-related protein HEX3) (RING-type E3 ubiquitin transferase SLX5) (Synthetic lethal of unknown function protein 5)	SLX5 HEX3 YDL013W D2875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	619
855228		P35187	SGS1_YEAST	reviewed	ATP-dependent helicase SGS1 (EC 3.6.4.12) (Helicase TPS1)	SGS1 TPS1 YMR190C YM9646.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1447
